idx,name,title,cate,source
6,김창옥,김창옥휴먼컴퍼니 대표,"동기부여, 열정, 프로정신, 인생스토리, 도전, 성공, 자기관리, 삶의자세, 자기계발, 꿈, 비전, 마인드셋,소통, 커뮤니케이션, 관계, 스피치, 가족, 부부,교육, 자녀교육, 인성, 부모교육,힐링, 웃음, 행복",https://www.hooh.kr/sub/teacher/next.asp?m_idx=6
26,김준혁,"국회의원, 전)교수","인문학, 역사, 고전, 한국사",https://www.hooh.kr/sub/teacher/next.asp?m_idx=26
27,한명수,주)우아한형제들 CCO,"경영/조직, 경영, 리더십, 조직문화, 혁신, 조직활성화, 협력, 협업, 상생,소통,창의/마케팅, 상상력, 창의력, 광고, 마케팅, 콘텐츠",https://www.hooh.kr/sub/teacher/next.asp?m_idx=27
46,김진택,포스텍 IT융합공학과 교수,"AI/미래, 트렌드, 디지털기술, IT, Ai(인공지능), DX, 미래기술, 융합,창의/마케팅, 콘텐츠,사회/환경, ESG",https://www.hooh.kr/sub/teacher/next.asp?m_idx=46
58,허진모,작가,"인문학, 역사, 고전, 철학, 미술, 예술, 세계, 문화, 한국사, 문학,사회/환경, 정치",https://www.hooh.kr/sub/teacher/next.asp?m_idx=58
52,최명화,"㈜블러썸미 대표, 서강대학교 교수","동기부여, 도전,경영/조직, 경영, 리더십, 조직문화, 조직관리, 조직활성화, CEO, 협력, 협업, 상생,소통, 커뮤니케이션,창의/마케팅, 상상력, 마케팅",https://www.hooh.kr/sub/teacher/next.asp?m_idx=52
85,정우열,정신건강의학과 전문의,"건강, 스트레스, 심리, 정신,교육, 자녀교육, 육아, 부모교육",https://www.hooh.kr/sub/teacher/next.asp?m_idx=85
92,남민,여행작가,"인문학, 역사, 고전, 예술, 문화,교육, 글쓰기,힐링, 여행",https://www.hooh.kr/sub/teacher/next.asp?m_idx=92
98,박원갑,국민은행 부동산 수석전문위원,"경제, 금융, 주식, 자산관리, 재무설계, 부동산, 재테크",https://www.hooh.kr/sub/teacher/next.asp?m_idx=98
109,이수정,경기대학교 범죄심리학과 교수,"건강, 심리, 정신,교육, 여성학,사회/환경, 사회이슈",https://www.hooh.kr/sub/teacher/next.asp?m_idx=109
133,조용민,언바운드랩데브 대표,"동기부여, 자기관리, 자기계발, 비전,AI/미래, 트렌드, Ai(인공지능), DX,경영/조직, 리더십, 조직문화, 혁신, 목표관리, CEO, 변화, 창업, 스타트업,창의/마케팅, 마케팅",https://www.hooh.kr/sub/teacher/next.asp?m_idx=133
134,류시형,"여행작가, 요리사, 사진작가","동기부여, 열정, 인생스토리, 도전, 성공, 꿈, 비전,경영/조직, 창업,힐링, 여행,취업",https://www.hooh.kr/sub/teacher/next.asp?m_idx=134
83,라영환,한국사 강사,"인문학, 역사, 세계, 문화, 한국사,교육, 자녀교육",https://www.hooh.kr/sub/teacher/next.asp?m_idx=83
167,손영복,공간경영 전문가,"동기부여, 자기관리, 자기계발,경영/조직, 목표관리,소통, 커뮤니케이션,정리수납",https://www.hooh.kr/sub/teacher/next.asp?m_idx=167
106,임희성,현대자동차 전국판매왕,"동기부여, 열정, 프로정신, 인생스토리, 도전, 성공, 자기계발, 꿈,세일즈, 판매, 고객관리",https://www.hooh.kr/sub/teacher/next.asp?m_idx=106
178,임진모,음악평론가,"동기부여, 열정, 삶의자세,인문학, 예술, 문화, 음악,소통,창의/마케팅, 창의력",https://www.hooh.kr/sub/teacher/next.asp?m_idx=178
189,김주미,소울뷰티디자인 대표,"이미지메이킹, 뷰티, 스타일링",https://www.hooh.kr/sub/teacher/next.asp?m_idx=189
208,오세득,요리연구가,"동기부여, 열정, 인생스토리, 도전, 삶의자세, 비전,경영/조직, 창업,세일즈, 판매, 고객관리",https://www.hooh.kr/sub/teacher/next.asp?m_idx=208
242,정재찬,한양대학교 국어교육학과 정교수,"동기부여, 삶의자세,인문학, 문학, 시",https://www.hooh.kr/sub/teacher/next.asp?m_idx=242
238,김진석,사진작가,"인문학, 세계, 문화,소통, 커뮤니케이션,힐링, 여행",https://www.hooh.kr/sub/teacher/next.asp?m_idx=238
273,최재붕,성균관대학교 교수,"AI/미래, 트렌드, 디지털기술, IT, Ai(인공지능), DX, 미래기술, 사물인터넷, 비즈니스, 핀테크,인문학, 과학",https://www.hooh.kr/sub/teacher/next.asp?m_idx=273
312,이기용,(주)브이에스엠그룹 대표이사,"창의/마케팅, 마케팅, SNS",https://www.hooh.kr/sub/teacher/next.asp?m_idx=312
219,임홍택,작가,"동기부여, 삶의자세,경영/조직, 경영, 조직문화, 조직관리, 변화, 협력, 협업, 상생,소통, 관계",https://www.hooh.kr/sub/teacher/next.asp?m_idx=219
220,신영철,정신건강의학과 의사,"동기부여, 삶의자세,소통, 관계, 부부,건강, 스트레스, 심리, 정신,교육, 부모교육,힐링, 행복, 마음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=220
309,박준영,변호사,"동기부여, 인생스토리, 삶의자세,힐링, 희망,사회/환경, 사회이슈",https://www.hooh.kr/sub/teacher/next.asp?m_idx=309
325,최형배,원더매직 대표 마술사,"동기부여, 꿈,소통,창의/마케팅, 창의력,힐링, 공연&강연,진로",https://www.hooh.kr/sub/teacher/next.asp?m_idx=325
358,임혁필,"개그맨, 샌드아트작가","동기부여, 열정, 인생스토리, 도전,인문학, 미술,창의/마케팅, 창의력,힐링, 웃음, 행복, 유머, 공연&강연",https://www.hooh.kr/sub/teacher/next.asp?m_idx=358
365,홍석천,"탤런트, 영화배우","동기부여, 열정, 인생스토리, 도전, 성공, 삶의자세, 자기계발, 꿈, 비전, 마인드셋,경영/조직, 창업, 스타트업,힐링, 행복, 자존감,취업, 진로, 직업관, 인생이모작",https://www.hooh.kr/sub/teacher/next.asp?m_idx=365
371,김현철,"방송인, 지휘자","인문학, 예술, 음악,힐링, 공연&강연",https://www.hooh.kr/sub/teacher/next.asp?m_idx=371
341,황재근,패션디자이너,"동기부여, 열정, 인생스토리, 도전,퍼스널브랜딩, 패션, 스타일링,창의/마케팅, 디자인",https://www.hooh.kr/sub/teacher/next.asp?m_idx=341
413,임영주,임영주 부모교육연구소 대표,"소통, 커뮤니케이션, 관계, 가족, 부부,자녀교육, 부모교육",https://www.hooh.kr/sub/teacher/next.asp?m_idx=413
416,최태성,"작가, 한국사 강사","동기부여, 열정, 도전, 성공, 삶의자세, 마인드셋,인문학, 역사, 한국사,경영/조직, 리더십,교육, 자녀교육, 공부법, 부모교육,취업, 진로",https://www.hooh.kr/sub/teacher/next.asp?m_idx=416
429,정동일,연세대학교 교수,"경영/조직, 경영, 리더십, 조직문화, 혁신, 조직관리, 조직활성화, 경영전략, CEO, 위기관리",https://www.hooh.kr/sub/teacher/next.asp?m_idx=429
435,김동준,이노캐털리스트,"경영/조직, 경영, 혁신, 경영전략, 변화, 위기관리, 협력, 협업, 상생,창의/마케팅, 창의력",https://www.hooh.kr/sub/teacher/next.asp?m_idx=435
447,장강명,소설가,"인문학, 문학,남북관계, 분단",https://www.hooh.kr/sub/teacher/next.asp?m_idx=447
455,강현식,누다심 마음연구소 대표,"인문학, 역사,소통, 커뮤니케이션, 관계, 가족,건강, 심리, 정신,교육, 자녀교육,힐링, 행복",https://www.hooh.kr/sub/teacher/next.asp?m_idx=455
498,이용식,개그맨,"동기부여, 열정, 인생스토리, 자기관리, 삶의자세, 마인드셋,경영/조직, 리더십,힐링, 웃음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=498
521,김승주,고려대학교 정보보호대학원 교수,"AI/미래, 디지털기술, IT, 사물인터넷, 산업, 정보보안, 비즈니스, 블록체인, 핀테크, 융합,경제, 금융, 디지털자산",https://www.hooh.kr/sub/teacher/next.asp?m_idx=521
550,이동형,전 경남창조경제혁신센터 센터장,"동기부여, 도전, 성공, 삶의자세, 꿈, 비전,경영/조직, 경영, 창업, 스타트업",https://www.hooh.kr/sub/teacher/next.asp?m_idx=550
536,박성준,동국대학교 국제정보보호대학원 블록체인연구센터 센터장,"AI/미래, 디지털기술, IT, 미래기술, 산업, 정보보안, 블록체인, 핀테크, 융합,경제, 금융, 경제전망, 디지털자산",https://www.hooh.kr/sub/teacher/next.asp?m_idx=536
580,타일러 라쉬,방송인,"동기부여, 열정, 도전, 자기계발, 꿈, 마인드셋,AI/미래, 트렌드, Ai(인공지능),인문학, 문화,경영/조직, 창업, 스타트업,사회/환경, ESG,취업, 진로, 직업관",https://www.hooh.kr/sub/teacher/next.asp?m_idx=580
595,레이먼킴,요리연구가,"동기부여, 열정, 프로정신, 인생스토리, 도전, 비전,경영/조직, 리더십,세일즈,취업, 진로, 직업관",https://www.hooh.kr/sub/teacher/next.asp?m_idx=595
596,이민호,제이라이프스쿨 대표,"동기부여, 자기계발,소통, 커뮤니케이션, 관계, 스피치,교육, 자녀교육, 공부법",https://www.hooh.kr/sub/teacher/next.asp?m_idx=596
605,이성빈,프리랜서,"동기부여, 열정, 인생스토리, 도전, 성공, 삶의자세, 자기계발, 꿈,AI/미래, Ai(인공지능),경영/조직, 창업, 스타트업,교육, 자녀교육, 공부법, 인성, 글쓰기,창의/마케팅, 마케팅, 콘텐츠, SNS,힐링, 여행,취업, 진로, 직업관",https://www.hooh.kr/sub/teacher/next.asp?m_idx=605
622,양보석,충전스쿨 대표,"경제, 금융, 자산관리, 재무설계, 재테크, 투자, 노후",https://www.hooh.kr/sub/teacher/next.asp?m_idx=622
616,안광복,"교사, 작가","동기부여, 삶의자세,인문학, 철학, 문학,힐링, 마음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=616
664,조영태,서울대학교 보건대학원 교수,"AI/미래, 트렌드,사회/환경, 사회이슈",https://www.hooh.kr/sub/teacher/next.asp?m_idx=664
685,이동진,영화평론가,"인문학, 문화, 영화,교육, 독서법,힐링",https://www.hooh.kr/sub/teacher/next.asp?m_idx=685
658,이향은,성신여자대학교 서비스디자인공학과 교수,"AI/미래, 트렌드, 산업, 비즈니스",https://www.hooh.kr/sub/teacher/next.asp?m_idx=658
659,권대중,서강대학교 일반대학원 부동산학 교수,"경제, 경제전망, 부동산, 투자",https://www.hooh.kr/sub/teacher/next.asp?m_idx=659
695,김원익,세계신화연구소 소장,"인문학, 고전, 세계,리더십,힐링",https://www.hooh.kr/sub/teacher/next.asp?m_idx=695
703,김난도,서울대학교 생활과학대학 소비자학과 교수,"AI/미래, 트렌드, 빅데이터, 미래기술,경영/조직, 변화,경제",https://www.hooh.kr/sub/teacher/next.asp?m_idx=703
747,최재천,이화여자대학교 석좌교수,"동기부여, 삶의자세, 자기계발,인문학, 문화,경영/조직, 리더십, 협력, 협업, 상생,사회/환경, ESG",https://www.hooh.kr/sub/teacher/next.asp?m_idx=747
760,김미경,아트스피치앤커뮤니케이션 대표,"동기부여, 열정, 프로정신, 인생스토리, 도전, 성공, 자기관리, 삶의자세, 자기계발, 꿈, 비전, 마인드셋,AI/미래, 트렌드,소통, 커뮤니케이션, 가족, 부부,교육, 자녀교육, 부모교육,힐링",https://www.hooh.kr/sub/teacher/next.asp?m_idx=760
766,김상근,연세대학교 교수,"동기부여,인문학, 역사, 고전, 세계, 문화,경영/조직, 리더십",https://www.hooh.kr/sub/teacher/next.asp?m_idx=766
768,장문정,엠제이소비자연구소 대표,"소통, 커뮤니케이션, 스피치, 프레젠테이션,창의/마케팅, 마케팅,세일즈, 협상, 설득, 판매, 고객관리",https://www.hooh.kr/sub/teacher/next.asp?m_idx=768
773,송영길,개그맨,"동기부여, 열정, 인생스토리, 도전, 삶의자세, 자기계발, 꿈,힐링, 웃음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=773
792,최인철,서울대학교 심리학과 교수,"동기부여, 삶의자세, 마인드셋,소통, 관계,건강, 심리, 정신,교육, 자녀교육, 인성, 부모교육,힐링, 행복, 마음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=792
805,박종훈,지식경제연구소 소장,"경제, 금융, 경제전망, 부동산, 재테크, 투자,사회/환경, 국제정세",https://www.hooh.kr/sub/teacher/next.asp?m_idx=805
820,곽정은,"기자, 작가","동기부여, 삶의자세,소통, 커뮤니케이션, 관계, 연애,힐링, 마음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=820
849,이한,"성악가, 가페라가수","동기부여, 열정, 프로정신, 인생스토리, 자기관리, 삶의자세, 자기계발, 꿈, 마인드셋,소통, 가족,힐링, 희망, 공연&강연",https://www.hooh.kr/sub/teacher/next.asp?m_idx=849
839,이호섭,"작곡가, 방송연예인","역사, 예술,힐링, 행복, 공연&강연",https://www.hooh.kr/sub/teacher/next.asp?m_idx=839
871,이승재,"영화평론가, 영화칼럼니스트","인문학, 예술, 문화, 영화",https://www.hooh.kr/sub/teacher/next.asp?m_idx=871
899,류종형,사상심리연구소 소장,"동기부여,인문학,경영/조직, 리더십, 조직활성화,소통, 관계,건강, 스트레스,힐링, 웃음, 행복, 유머",https://www.hooh.kr/sub/teacher/next.asp?m_idx=899
916,홍수환,"WBA 주니어페더급 세계챔피언, 한국 권투인협회 회장","동기부여, 열정, 프로정신, 인생스토리, 도전",https://www.hooh.kr/sub/teacher/next.asp?m_idx=916
921,이근철,"이근철영어문화연구소 대표이사, 방송인","동기부여, 열정, 인생스토리, 도전, 성공, 자기관리, 삶의자세, 자기계발, 꿈,교육, 자녀교육, 공부법",https://www.hooh.kr/sub/teacher/next.asp?m_idx=921
925,팽현숙,"개그우먼, 요리연구가","동기부여, 열정, 인생스토리, 도전, 삶의자세, 꿈, 비전,소통, 커뮤니케이션, 가족, 부부,힐링, 웃음, 행복, 유머",https://www.hooh.kr/sub/teacher/next.asp?m_idx=925
929,조서환,아시아태평양마케팅포럼 회장,"동기부여, 열정, 인생스토리, 성공, 삶의자세, 자기계발, 비전,경영/조직, 목표관리, 조직활성화, 경영전략,창의/마케팅, 마케팅",https://www.hooh.kr/sub/teacher/next.asp?m_idx=929
936,김형철,KMA경영자교육위원회위원장,"동기부여, 삶의자세,인문학, 철학,경영/조직, 리더십, 혁신, 경영전략, CEO, 변화,소통",https://www.hooh.kr/sub/teacher/next.asp?m_idx=936
934,김진만,MBC 다큐멘터리 프로듀서,"동기부여, 열정, 도전, 삶의자세, 마인드셋,인문학, 문화,소통, 관계,힐링, 희망,사회/환경, 사회이슈",https://www.hooh.kr/sub/teacher/next.asp?m_idx=934
973,신세돈,숙명대학교 명예교수,"경제, 금융, 경제전망, 재테크,사회/환경, 국제정세",https://www.hooh.kr/sub/teacher/next.asp?m_idx=973
974,윤수정,유니크멘탈연구소 소장,"경영/조직, 경영, 리더십,소통, 커뮤니케이션, 관계,건강, 스트레스, 웃음, 심리, 정신,힐링, 행복, 마음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=974
979,김병후,김병후정신과의원 원장,"소통, 관계, 가족, 부부,건강, 심리,교육, 부모교육,힐링, 마음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=979
977,이동환,"가정의학과전문의, 직무스트레스 연구소 대표","경영/조직, 리더십,건강, 스트레스, 의학, 심리,힐링, 행복, 마음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=977
1020,맹명관,마케팅 스페셜리스트,"경영/조직, 스타트업,창의/마케팅, 마케팅, SNS,세일즈, 고객관리",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1020
1031,이상국,행복충전발전소 대표,"리더십,소통, 커뮤니케이션,힐링, 웃음, 행복",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1031
1086,양내윤,한국열린사이버대학교 교수,"동기부여, 열정, 프로정신, 도전, 자기관리, 자기계발, 비전, 마인드셋,인문학,경영/조직, 리더십, 조직문화, 조직활성화, 변화, 협력, 협업, 상생,소통, 커뮤니케이션, 관계,건강, 스트레스,교육, 부모교육,힐링, 웃음, 행복, 유머",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1086
1103,표창원,프로파일러,"동기부여, 삶의자세,인문학,건강, 심리,힐링, 행복,사회/환경",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1103
1052,허태균,고려대학교 심리학과 교수,"경영/조직, 리더십, 조직문화,소통, 커뮤니케이션, 관계,건강, 심리, 정신,힐링, 행복, 마음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1052
1100,박종하,박종하 창의력 연구소 대표,"경영/조직, 리더십, 혁신, 변화, 위기관리,창의/마케팅, 상상력, 창의력",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1100
1131,박웅현,TBWA KOREA 조직문화연구소장,"동기부여, 삶의자세, 자기계발, 마인드셋,인문학,교육, 독서법,창의/마케팅, 상상력, 창의력, 광고",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1131
1123,서경덕,"성신여자대학교 교수, 한국홍보전문가","동기부여, 열정, 인생스토리, 도전, 비전,인문학, 역사, 문화, 한국사",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1123
1161,최현우,마술사,"동기부여, 열정, 인생스토리, 도전, 성공, 꿈, 마인드셋,소통,힐링, 희망, 공연&강연",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1161
1179,정재승,카이스트 바이오 및 뇌공학과 교수,"AI/미래,인문학, 과학, 뇌과학,교육, 자녀교육, 공부법, 부모교육",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1179
1198,최재용,한국소셜미디어진흥원 원장,"AI/미래, 산업,창의/마케팅, 광고, 마케팅, 콘텐츠, SNS",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1198
1200,유홍준,국립중앙박물관 관장,"인문학, 역사, 예술, 문화, 한국사,힐링",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1200
1204,김용섭,날카로운상상력연구소 소장,"AI/미래, 트렌드, 디지털기술, IT, 비즈니스,경영/조직, 경영, 리더십, 혁신, 변화,교육, 자녀교육, 글쓰기,창의/마케팅, 창의력, 마케팅,사회/환경, ESG",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1204
1241,정철진,진 투자컨설팅 대표,"경제, 금융, 주식, 재무설계, 경제전망, 재테크, 투자,사회/환경, 국제정세",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1241
1245,이철환,소설가,"동기부여, 인생스토리, 삶의자세,인문학, 문학,소통,힐링, 행복, 마음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1245
1278,조승연,작가,"동기부여, 열정, 마인드셋,인문학, 역사, 철학, 문화,경영/조직, 리더십,교육, 자녀교육, 공부법, 부모교육, 글쓰기,창의/마케팅, 창의력,사회/환경, 사회이슈",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1278
1315,강현민,전문 MC,"힐링, 웃음, 행복, 유머, 실습&체험",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1315
1331,함익병,함익병 앤 에스더 클리닉 (원장),"동기부여, 자기관리,퍼스널브랜딩, 뷰티,건강, 의학",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1331
1383,송진구,가천대학교 교수,"동기부여, 프로정신, 성공, 자기관리, 삶의자세, 비전,경영/조직, 리더십, 혁신, 조직관리, 경영전략, CEO, 위기관리,소통, 커뮤니케이션,힐링, 희망",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1383
1408,박태현,팀과 리더 이야기 대표,"경영/조직, 리더십, 조직문화, 조직관리, 조직활성화, 협력, 협업, 상생,소통, 커뮤니케이션, 관계",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1408
1534,심재용,(유)설득협상아카데미 대표,"소통, 커뮤니케이션, 스피치, 프레젠테이션,세일즈, 협상, 설득, 유통, 판매, 고객관리",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1534
1579,박재연,리플러스 인간연구소 소장,"동기부여, 삶의자세,경영/조직, 리더십,소통, 커뮤니케이션, 관계, 가족, 부부,교육, 자녀교육, 부모교육,힐링, 마음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1579
1590,이상은,스마트바디랭귀지 대표,"소통, 커뮤니케이션, 관계,퍼스널브랜딩, 이미지메이킹, 호감,건강, 스트레스, 심리,힐링, 행복",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1590
1604,이재범,유튜브 1분 과학 대표,"AI/미래, Ai(인공지능), 우주,인문학, 과학,창의/마케팅, 콘텐츠,취업, 진로, 직업관",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1604
1595,김동환,대안금융경제연구소 소장,"경제, 금융, 주식, 자산관리, 경제전망, 부동산, 재테크, 투자, 노후",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1595
1796,원동연,리얼라이즈 픽쳐서 대표,"동기부여, 프로정신, 인생스토리, 꿈,인문학, 영화,창의/마케팅, 콘텐츠",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1796
1952,권경민,한국 비어소믈리에 협회 상임 고문,"인문학, 문화,힐링, 마음, 실습&체험,취업, 직업관, 인생이모작",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1952
1968,윤형근,"변리사, 지식재산권 전문강사","경제, 세무/법률",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1968
1583,이경상,KAIST 문술미래전략대학원 교수,"AI/미래, 트렌드, 디지털기술, IT, Ai(인공지능), DX, 빅데이터, 미래기술, 산업, 비즈니스,경영/조직, 리더십, 변화,교육, 자녀교육",https://www.hooh.kr/sub/teacher/next.asp?m_idx=1583
2477,이은형,국민대학교 교수,"경영/조직, 리더십, 조직문화, 조직활성화, 경영전략,소통, 커뮤니케이션, 관계",https://www.hooh.kr/sub/teacher/next.asp?m_idx=2477
2757,신경원,"한의학 박사, 신경원약선연구소 소장","건강, 스트레스, 비만, 식이요법, 의학, 노후, 한의학,힐링, 마음,인생이모작",https://www.hooh.kr/sub/teacher/next.asp?m_idx=2757
2496,이동진,"영화제작자, 작가","동기부여, 열정, 인생스토리, 도전, 성공, 꿈",https://www.hooh.kr/sub/teacher/next.asp?m_idx=2496
2939,이정욱,종이비행기 오래 날리기 국가대표,"동기부여, 열정, 프로정신, 인생스토리, 도전, 성공, 삶의자세, 자기계발, 꿈,창의력,행복, 공연&강연,진로, 직업관",https://www.hooh.kr/sub/teacher/next.asp?m_idx=2939
2953,허지영,허스타우먼 대표,"동기부여, 열정, 프로정신, 인생스토리, 도전, 성공, 자기관리, 삶의자세, 자기계발, 꿈, 비전,퍼스널브랜딩, 이미지메이킹, CS, 퍼스널컬러,교육, 글쓰기,창의/마케팅, 마케팅, 콘텐츠, SNS,취업, 면접, 이력서(자소서)",https://www.hooh.kr/sub/teacher/next.asp?m_idx=2953
2947,김태현,한국온라인마케팅협회,"경영/조직, 창업,창의/마케팅, 창의력, 광고, 마케팅, 콘텐츠, SNS,세일즈, 판매",https://www.hooh.kr/sub/teacher/next.asp?m_idx=2947
3002,최지훈,한국서비스인재양성연구소 대표,"경영/조직, 리더십, 조직문화, 조직활성화, 변화, 협력, 협업, 상생,소통, 커뮤니케이션, 관계,세일즈, 협상, 설득",https://www.hooh.kr/sub/teacher/next.asp?m_idx=3002
3052,양영훈,(사)한국여행작가협회,"동기부여, 인생스토리, 도전, 자기계발,인문학, 역사, 미술, 예술, 문화,힐링, 행복, 여행,취업, 직업관",https://www.hooh.kr/sub/teacher/next.asp?m_idx=3052
3035,박희준,연세대학교 산업공학과 교수,"AI/미래, 트렌드, DX, 산업, 비즈니스,경영/조직, 경영, 리더십, 혁신, 목표관리, 경영전략, 위기관리",https://www.hooh.kr/sub/teacher/next.asp?m_idx=3035
3130,박상기,BNE 글로벌 협상컨설팅 대표,"경영, 경영전략,세일즈, 협상, 설득",https://www.hooh.kr/sub/teacher/next.asp?m_idx=3130
3141,김성준,녹색미래연구소 소장,"창업, 스타트업,마케팅,유통, 판매",https://www.hooh.kr/sub/teacher/next.asp?m_idx=3141
3333,박준,"시인, 작가","동기부여, 삶의자세, 자기계발, 비전,인문학, 예술, 문학, 시,창의/마케팅, 상상력, 창의력",https://www.hooh.kr/sub/teacher/next.asp?m_idx=3333
3512,명승권,국제암대학원대학교 교수,"건강, 식이요법, 의학, 노후",https://www.hooh.kr/sub/teacher/next.asp?m_idx=3512
3514,박성윤,단국대학교 초빙교수,"인문학, 예술, 음악,힐링, 공연&강연,사회/환경, 정치, 사회이슈",https://www.hooh.kr/sub/teacher/next.asp?m_idx=3514
3136,이동귀,연세대학교 심리학과 교수,"소통, 커뮤니케이션, 관계,건강, 심리, 정신,힐링, 희망, 마음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=3136
3613,송현수,과학 작가,"AI/미래, Ai(인공지능),인문학, 역사, 예술, 과학,교육, 글쓰기,창의/마케팅, 상상력,취업, 진로",https://www.hooh.kr/sub/teacher/next.asp?m_idx=3613
3675,박현주,H&교육컨설팅 대표,"인문학, 미술, 예술,경영/조직, 조직활성화,소통, 커뮤니케이션,퍼스널브랜딩, MBTI,건강, 스트레스, 정신,힐링, 마음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=3675
3963,이미향,전문강사,"동기부여, 열정, 삶의자세, 자기계발,소통, 커뮤니케이션, 스피치,교육, 부모교육,힐링, 희망, 행복, 마음, 자존감",https://www.hooh.kr/sub/teacher/next.asp?m_idx=3963
4187,강성진(마케팅형),연세대학교 겸임교수,"동기부여,AI/미래, Ai(인공지능),경영/조직, 창업, 스타트업,소통, 프레젠테이션,교육, 글쓰기,창의/마케팅, 광고, 마케팅, 콘텐츠, SNS,세일즈, 판매",https://www.hooh.kr/sub/teacher/next.asp?m_idx=4187
6948,정세희,(주)티케그룹 대표,"경영/조직, 조직문화, 조직관리, 조직활성화, 협력, 협업, 상생,퍼스널브랜딩, 이미지메이킹, CS,세일즈, 고객관리,취업, 면접, 이력서(자소서), 직업관",https://www.hooh.kr/sub/teacher/next.asp?m_idx=6948
6950,류지연,한국중앙교육센터 대표,"동기부여, 자기계발, 마인드셋,인문학, 미술,소통, 커뮤니케이션,세일즈,힐링",https://www.hooh.kr/sub/teacher/next.asp?m_idx=6950
4126,강민구(마인드C),만화가,"동기부여, 인생스토리, 도전, 성공, 삶의자세, 자기계발, 꿈,창의/마케팅, 상상력, 창의력, 콘텐츠, 디자인,취업, 진로",https://www.hooh.kr/sub/teacher/next.asp?m_idx=4126
7236,김현주,서비스 브릿지 컨설팅 대표,"퍼스널브랜딩, CS,세일즈, 협상, 설득, 유통, 판매, 고객관리",https://www.hooh.kr/sub/teacher/next.asp?m_idx=7236
7348,고아라,GO스마일연구소 대표,"인문학, 미술,경영/조직, 리더십, 조직활성화,소통, 커뮤니케이션,교육, 부모교육,힐링, 웃음, 행복, 마음",https://www.hooh.kr/sub/teacher/next.asp?m_idx=7348
7616,양은우,작가,"동기부여, 자기관리, 삶의자세, 자기계발,인문학, 뇌과학,경영/조직, 리더십, 경영전략,소통, 커뮤니케이션,세일즈, 협상",https://www.hooh.kr/sub/teacher/next.asp?m_idx=7616
7617,김영철,"개그맨, 방송인","동기부여, 열정, 프로정신, 인생스토리, 도전, 성공, 자기관리, 삶의자세, 자기계발, 꿈, 비전, 마인드셋,교육, 자녀교육, 공부법, 독서법, 부모교육,힐링, 웃음, 행복, 유머,진로",https://www.hooh.kr/sub/teacher/next.asp?m_idx=7617
7619,존리,금융인,"경제, 금융, 주식, 자산관리, 재무설계, 경제전망, 재테크, 투자, 노후",https://www.hooh.kr/sub/teacher/next.asp?m_idx=7619
7635,조성준,파이널씨드 대표 & 서울대학교 산업공학과 교수,"AI/미래, 트렌드, 디지털기술, IT, Ai(인공지능), DX, 빅데이터, 미래기술, 산업, 비즈니스,경영/조직, 경영, 경영전략",https://www.hooh.kr/sub/teacher/next.asp?m_idx=7635
8551,김상균,경희대학교 경영대학원 교수,"AI/미래, 디지털기술, IT, Ai(인공지능), 미래기술, 산업, 비즈니스, 메타버스,경영/조직, 경영, 리더십, 조직문화,교육, 자녀교육, 공부법, 부모교육,취업, 진로",https://www.hooh.kr/sub/teacher/next.asp?m_idx=8551
