goIdx,name,category,catNo,desc,source
4778,이호선,강연자,87,상담을 통해 세대 간 소통을 이끄는 따뜻한 상담 전문가,https://www.artsro.com/right/enter_view.html?GoIdx=4778&CatNo=87
4768,김지윤,강연자,87,“정치·사회 분야 강연으로 대중과 소통하는 전문가.”,https://www.artsro.com/right/enter_view.html?GoIdx=4768&CatNo=87
4641,이정모,강연자,87,대한민국의 과학자이자 펭귄각종과학관의 관장,https://www.artsro.com/right/enter_view.html?GoIdx=4641&CatNo=87
4554,한문철,강연자,87,"""100대 0입니다."" 명쾌한 도로의 해결사",https://www.artsro.com/right/enter_view.html?GoIdx=4554&CatNo=87
4497,박태웅,강연자,87,대한민국의 한겨레신문 기자 출신 기업가,https://www.artsro.com/right/enter_view.html?GoIdx=4497&CatNo=87
4496,이종범,강연자,87,대한민국의 웹툰 작가이자 스토리 텔링 교육자,https://www.artsro.com/right/enter_view.html?GoIdx=4496&CatNo=87
4493,송길영,강연자,87,대한민국의 빅 데이터 전문가,https://www.artsro.com/right/enter_view.html?GoIdx=4493&CatNo=87
4292,이낙준,강연자,87,"이비인후과 전문의이자 웹소설 작가, 유튜버, 교수",https://www.artsro.com/right/enter_view.html?GoIdx=4292&CatNo=87
4234,항성,강연자,87,"온라인콘텐츠창작자, 교육인",https://www.artsro.com/right/enter_view.html?GoIdx=4234&CatNo=87
4232,박성현,강연자,87,“투자·경제 베스트셀러 작가이자 청소년 금융 교육과 콘텐츠 제작에 힘쓰는 박성현 대표”,https://www.artsro.com/right/enter_view.html?GoIdx=4232&CatNo=87
4212,조영태,강연자,87,대한민국 인구학자 서울대 조영태 교수가 제시하는 미래를 바라보는 새로운 눈(眼),https://www.artsro.com/right/enter_view.html?GoIdx=4212&CatNo=87
4169,정호승,강연자,87,삶의 본질에 관한 글을 쓰는 시인,https://www.artsro.com/right/enter_view.html?GoIdx=4169&CatNo=87
3895,김홍신,강연자,87,대한민국 최초의 밀리언셀러 소설가,https://www.artsro.com/right/enter_view.html?GoIdx=3895&CatNo=87
3550,임용한 박사,강연자,87,"현실적인 통찰력과 예리한 분석을 바탕으로 한, 그 누구보다 본질적이고 합리적이지만 색다른 시각",https://www.artsro.com/right/enter_view.html?GoIdx=3550&CatNo=87
3507,배정원,강연자,87,대한민국의 세종대학교 교수이며 성교육인이자 작가,https://www.artsro.com/right/enter_view.html?GoIdx=3507&CatNo=87
3493,조승연,강연자,87,대한민국의 작가 및 방송인,https://www.artsro.com/right/enter_view.html?GoIdx=3493&CatNo=87
2619,김수인,강연자,87,사람과 조직을 연구하고 소통과 성장으로 안내합니다.,https://www.artsro.com/right/enter_view.html?GoIdx=2619&CatNo=87
802,최태성,강연자,87,모두의 큰별 쌤 '최태성',https://www.artsro.com/right/enter_view.html?GoIdx=802&CatNo=87
739,황석영,강연자,87,시대를 대표한다 한국 문단의 거목 '황석영',https://www.artsro.com/right/enter_view.html?GoIdx=739&CatNo=87
738,서희태,강연자,87,"클래식의 대중화, 국악의 세계화, 예술의 보편화를 위해 꾸준히 노력하는 '서희태'",https://www.artsro.com/right/enter_view.html?GoIdx=738&CatNo=87
573,김창옥,강연자,87,"대한민국 최고의 명강사, 가슴을 울리는 강의!",https://www.artsro.com/right/enter_view.html?GoIdx=573&CatNo=87
562,김미경,강연자,87,꿈은 몸이 똑똑한 사람이 이룬다. 아트스피치 No.1 '김미경',https://www.artsro.com/right/enter_view.html?GoIdx=562&CatNo=87
4693,생각대로 사는 여자(박제인),강연자,88,"퍼스널 브랜딩, 콘텐츠 마케팅 강사 '생각대로 사는 여자 박제인'",https://www.artsro.com/right/enter_view.html?GoIdx=4693&CatNo=88
4427,조지은,강연자,88,한국이 낳은 세계적인 언어학자 옥스퍼드의 조지은 작가,https://www.artsro.com/right/enter_view.html?GoIdx=4427&CatNo=88
4426,이학준,강연자,88,생과 사를 넘나들던 기자이자 다큐 감독,https://www.artsro.com/right/enter_view.html?GoIdx=4426&CatNo=88
4422,이세영 (무니),강연자,88,팔로워 1.4만 일러스트레이터 작가,https://www.artsro.com/right/enter_view.html?GoIdx=4422&CatNo=88
4421,김수윤 (소금툰),강연자,88,팔로워 11.5만의 인스타툰 작가,https://www.artsro.com/right/enter_view.html?GoIdx=4421&CatNo=88
4228,김영아,강연자,88,치유 심리학자 김영아,https://www.artsro.com/right/enter_view.html?GoIdx=4228&CatNo=88
4174,김재원,강연자,88,한국사 스토리텔러,https://www.artsro.com/right/enter_view.html?GoIdx=4174&CatNo=88
3888,강형욱,강연자,88,대한민국의 동물 훈련사,https://www.artsro.com/right/enter_view.html?GoIdx=3888&CatNo=88
3263,설채현,강연자,88,행동학 수의사 설채현입니다.,https://www.artsro.com/right/enter_view.html?GoIdx=3263&CatNo=88
3253,곽민수,강연자,88,고대 이집트 전공 고고학자,https://www.artsro.com/right/enter_view.html?GoIdx=3253&CatNo=88
3215,박소연,강연자,88,복잡함을 제거하고 본질에 집중하는 업무의 전문,https://www.artsro.com/right/enter_view.html?GoIdx=3215&CatNo=88
3027,정영욱,강연자,88,"독자에게 늘 따스한 응원, 희망과 용기를 전하는 에세이 작가",https://www.artsro.com/right/enter_view.html?GoIdx=3027&CatNo=88
1442,김하얀,강연자,88,교육하는 날 대표,https://www.artsro.com/right/enter_view.html?GoIdx=1442&CatNo=88
821,전미영,강연자,88,희망 메세지를 주는 트렌드 코리아 '전미영',https://www.artsro.com/right/enter_view.html?GoIdx=821&CatNo=88
817,오은영 마술사,강연자,88,"미모도Queen, 마술도Queen, 강의도Queen. 국내 최고의 여성 마술사 No.1 '오은영'",https://www.artsro.com/right/enter_view.html?GoIdx=817&CatNo=88
816,함선희,강연자,88,소통하며 발전하는 사회를 만든다 냉정과 열정사이 그녀'함선희',https://www.artsro.com/right/enter_view.html?GoIdx=816&CatNo=88
4811,최재천,강연자,90,대한민국의 생물학자,https://www.artsro.com/right/enter_view.html?GoIdx=4811&CatNo=90
4808,박용우,강연자,90,대한민국 비만 치료의 권위자이자 '건강한 다이어트'의 멘토,https://www.artsro.com/right/enter_view.html?GoIdx=4808&CatNo=90
4675,문정훈,강연자,90,국내 음식 데이터 1등 서울대 맛잘알 교수,https://www.artsro.com/right/enter_view.html?GoIdx=4675&CatNo=90
4498,김대식,강연자,90,뇌과학자이자 KAIST 교수,https://www.artsro.com/right/enter_view.html?GoIdx=4498&CatNo=90
4491,장동선,강연자,90,대한민국의 뇌과학자,https://www.artsro.com/right/enter_view.html?GoIdx=4491&CatNo=90
4454,정수종,강연자,90,기후변화·탄소순환 전문가,https://www.artsro.com/right/enter_view.html?GoIdx=4454&CatNo=90
4453,문병로,강연자,90,대한민국의 컴퓨터공학자이자 금융인,https://www.artsro.com/right/enter_view.html?GoIdx=4453&CatNo=90
4452,황승진,강연자,90,스탠퍼드 최초의 한국인 종신교수,https://www.artsro.com/right/enter_view.html?GoIdx=4452&CatNo=90
4451,윤용현,강연자,90,공군사관학교 출신 항공우주공학 전문가,https://www.artsro.com/right/enter_view.html?GoIdx=4451&CatNo=90
4209,김정운,강연자,90,,https://www.artsro.com/right/enter_view.html?GoIdx=4209&CatNo=90
4119,박지선,강연자,90,"숙명여자대학교 사회심리학과 교수이자, 대한민국의 범죄심리학자",https://www.artsro.com/right/enter_view.html?GoIdx=4119&CatNo=90
3879,김태훈,강연자,90,경남대학교 심리학과 교수,https://www.artsro.com/right/enter_view.html?GoIdx=3879&CatNo=90
3047,권일용,강연자,90,강력반 형사와 과학수사요원 출신 프로파일러,https://www.artsro.com/right/enter_view.html?GoIdx=3047&CatNo=90
3046,표창원,강연자,90,대한민국 첫번째 프로파일러,https://www.artsro.com/right/enter_view.html?GoIdx=3046&CatNo=90
3021,최재붕,강연자,90,성균관대 서비스융합디자인학과/기계공학부 교수,https://www.artsro.com/right/enter_view.html?GoIdx=3021&CatNo=90
2669,썬킴,강연자,90,역사 스토리텔러,https://www.artsro.com/right/enter_view.html?GoIdx=2669&CatNo=90
2668,이익주,강연자,90,역사학자,https://www.artsro.com/right/enter_view.html?GoIdx=2668&CatNo=90
2504,정재승,강연자,90,인간의 뇌는 어떻게 선택을 하는가? 를 연구하는 물리학자 정재승 교수님,https://www.artsro.com/right/enter_view.html?GoIdx=2504&CatNo=90
2402,유현준,강연자,90,홍익대학교 건축도시대학 교수,https://www.artsro.com/right/enter_view.html?GoIdx=2402&CatNo=90
2395,이향은,강연자,90,LG전자 상무이자 성신여자대학교서비스디자인공학과 교수,https://www.artsro.com/right/enter_view.html?GoIdx=2395&CatNo=90
2394,오은영,강연자,90,대한민국 정신건강의학과 전문의이자 한국외국어대학교 영어대학 영문학과 교수,https://www.artsro.com/right/enter_view.html?GoIdx=2394&CatNo=90
2390,김범준,강연자,90,우메아대학교 이학 명예박사 김범준교수,https://www.artsro.com/right/enter_view.html?GoIdx=2390&CatNo=90
2389,유지나,강연자,90,희망제작소 이사 겸 동국대학교 교수,https://www.artsro.com/right/enter_view.html?GoIdx=2389&CatNo=90
2387,김난도,강연자,90,서울대학교 생활과학대학 소비자학과 교수,https://www.artsro.com/right/enter_view.html?GoIdx=2387&CatNo=90
2384,김경일,강연자,90,인지심리학자이자 심리학과 교수,https://www.artsro.com/right/enter_view.html?GoIdx=2384&CatNo=90
2383,신병주,강연자,90,대한민국 역사학자 신병주 교수.,https://www.artsro.com/right/enter_view.html?GoIdx=2383&CatNo=90
4708,노희영,강연자,95,대한민국의 브랜드 컨설턴트,https://www.artsro.com/right/enter_view.html?GoIdx=4708&CatNo=95
4524,김성준,강연자,95,시몬스 디자인 스튜디오 대표,https://www.artsro.com/right/enter_view.html?GoIdx=4524&CatNo=95
813,엄준태,강연자,95,패션과 예술의 만남 '엄준태',https://www.artsro.com/right/enter_view.html?GoIdx=813&CatNo=95
4772,희철리즘,강연자,129,자유로운 영혼 유쾌한 철학을 겸비한 여행유튜버,https://www.artsro.com/right/enter_view.html?GoIdx=4772&CatNo=129
4707,흥둥이,강연자,129,"흥 넘치는 쌍둥이 ""흥둥이""와 살 쭉쭉빼고 근육 쑥쑥 키워요",https://www.artsro.com/right/enter_view.html?GoIdx=4707&CatNo=129
4681,오마이비키,강연자,129,25만 키즈 콘텐츠 채널,https://www.artsro.com/right/enter_view.html?GoIdx=4681&CatNo=129
4611,마선호,강연자,129,대한민국의 보디빌더이자 유튜버,https://www.artsro.com/right/enter_view.html?GoIdx=4611&CatNo=129
4575,야금야금,강연자,129,"틱톡, 인스타그램, 유튜브 인기 크리에이터",https://www.artsro.com/right/enter_view.html?GoIdx=4575&CatNo=129
4511,정준,강연자,129,대한민국의 전 던전앤파이터 프로게이머. 현 카트라이더 해설자.,https://www.artsro.com/right/enter_view.html?GoIdx=4511&CatNo=129
4485,부동산 읽어주는 남자,강연자,129,대한민국의 투자 전문 유튜버 겸 부동산 투자 사업가 겸 투자 교육 강연 사업가,https://www.artsro.com/right/enter_view.html?GoIdx=4485&CatNo=129
4371,허성범,강연자,129,"대한민국의 모델 겸 크리에이터, 방송인, AI 연구원.",https://www.artsro.com/right/enter_view.html?GoIdx=4371&CatNo=129
4324,이독실,강연자,129,"카이스트 출신의 과학 커뮤니케이터로, 방송과 강연을 넘나들며 대중과 소통하는 전문가",https://www.artsro.com/right/enter_view.html?GoIdx=4324&CatNo=129
4323,울림,강연자,129,"과학커뮤니케이터 '울림'이라는 이름처럼, 다양한 분야의 다채로운 과학의 울림을 대중에게 전달하고자 합니다.",https://www.artsro.com/right/enter_view.html?GoIdx=4323&CatNo=129
4322,지구,강연자,129,지구와 우주의 일을 과학 이야기로 풀어냅니다,https://www.artsro.com/right/enter_view.html?GoIdx=4322&CatNo=129
4223,주언규 (joo earn gyu),강연자,129,61만 명 구독자를 가진 그냥 사는 얘기를 나누는 유튜버,https://www.artsro.com/right/enter_view.html?GoIdx=4223&CatNo=129
4161,박다혜,강연자,129,인터넷 방송인 겸 가수,https://www.artsro.com/right/enter_view.html?GoIdx=4161&CatNo=129
4083,카니,강연자,129,"대한민국에서 활동하는 프랑스인 댄서, 안무가, 퍼포먼스 디렉터, 유튜버.",https://www.artsro.com/right/enter_view.html?GoIdx=4083&CatNo=129
3982,연스커플,강연자,129,비주얼 커플로 유명한 혜연&호연의 꽁냥꽁냥 케미가 돋보이는 커플 채널!,https://www.artsro.com/right/enter_view.html?GoIdx=3982&CatNo=129
3978,아로치카,강연자,129,한국인 남편 아론과 일본인 아내 치카코의 일본거주 한일부부!,https://www.artsro.com/right/enter_view.html?GoIdx=3978&CatNo=129
3977,아누누,강연자,129,틱톡 송중기 안은우!,https://www.artsro.com/right/enter_view.html?GoIdx=3977&CatNo=129
3976,씨씨코,강연자,129,Vlog나 다양한 1인 다역 상황극을 찍는 크리에이터!,https://www.artsro.com/right/enter_view.html?GoIdx=3976&CatNo=129
3975,슈뻘맨,강연자,129,"대결, 도전, 실험, 체험하는 컨텐츠를 주로 하는 유튜브!",https://www.artsro.com/right/enter_view.html?GoIdx=3975&CatNo=129
3974,쉴라면 (주간반상회),강연자,129,송은이가 제작한 보다보면 중독되는 MSG 채널!,https://www.artsro.com/right/enter_view.html?GoIdx=3974&CatNo=129
3973,세아쌤,강연자,129,"중국어.영어 능통, 현직 댄스 강사, 틱톡 상황극에 떠오르는 신예 채널!",https://www.artsro.com/right/enter_view.html?GoIdx=3973&CatNo=129
3972,새옴,강연자,129,종합 스트리머 새옴!,https://www.artsro.com/right/enter_view.html?GoIdx=3972&CatNo=129
3963,비보티비,강연자,129,송은이의 일상과 팟캐스트 하이라이트와 비하인드 영상을 만날 수 있는 채널!,https://www.artsro.com/right/enter_view.html?GoIdx=3963&CatNo=129
3962,박씨집안,강연자,129,파뿌리 강호이와 부모님의 시트콤 같은 일상!,https://www.artsro.com/right/enter_view.html?GoIdx=3962&CatNo=129
3961,미스스한 이야기,강연자,129,미스테리하고 재밌는 이야기들을 소개하는 채널!,https://www.artsro.com/right/enter_view.html?GoIdx=3961&CatNo=129
3960,모칠레로,강연자,129,여행하는 일상을 기록하는 세계 여행자 유투버!,https://www.artsro.com/right/enter_view.html?GoIdx=3960&CatNo=129
3959,머독,강연자,129,흔들어댄 콜라마냥 포텐터지는 방송!,https://www.artsro.com/right/enter_view.html?GoIdx=3959&CatNo=129
3958,릴리세은,강연자,129,성대모사 유튜버이자 틱톡커!,https://www.artsro.com/right/enter_view.html?GoIdx=3958&CatNo=129
3956,또호,강연자,129,꿀조합부터 괴조합까지 호기심 가득 또호의 먹방 쇼츠 채널!,https://www.artsro.com/right/enter_view.html?GoIdx=3956&CatNo=129
3955,또솔,강연자,129,오늘의 급식은~? 또솔의 행복한 먹방 쇼츠 채널,https://www.artsro.com/right/enter_view.html?GoIdx=3955&CatNo=129
3954,또또커플,강연자,129,커플 유튜버이자 틱톡커!,https://www.artsro.com/right/enter_view.html?GoIdx=3954&CatNo=129
3953,달쑤,강연자,129,숏폼 등 다양한 콘텐츠를 선보이는 틱톡커이자 유튜버!,https://www.artsro.com/right/enter_view.html?GoIdx=3953&CatNo=129
3950,김숙티비,강연자,129,김숙의 유튜브 채널!,https://www.artsro.com/right/enter_view.html?GoIdx=3950&CatNo=129
3949,꾸삐,강연자,129,"인생 자체가 레고, 레고 박사 꾸삐가 진행하는 퀄리티 있는 레고 전문 채널!",https://www.artsro.com/right/enter_view.html?GoIdx=3949&CatNo=129
3948,김단군,강연자,129,영화나 드라마를 리뷰하는 유튜버!,https://www.artsro.com/right/enter_view.html?GoIdx=3948&CatNo=129
3947,규파(gyupa),강연자,129,부드럽고 따뜻한 감성으로 시청자를 편하고 즐겁해 해주는 3D펜 굿즈 설계자!,https://www.artsro.com/right/enter_view.html?GoIdx=3947&CatNo=129
3946,공파리파,강연자,129,캐나다에서 건너온 만능 엔터테이너!,https://www.artsro.com/right/enter_view.html?GoIdx=3946&CatNo=129
3944,감스트,강연자,129,"아프리카 베스트 BJ에서 플랫폼과 장르를 넘어 게임,축구, 먹방 모두 섭렵합 260만 유튜버!",https://www.artsro.com/right/enter_view.html?GoIdx=3944&CatNo=129
3904,진돌,강연자,129,대한민국의 웹툰 작가 겸 개인사업자이자 유튜버,https://www.artsro.com/right/enter_view.html?GoIdx=3904&CatNo=129
3883,서이브,강연자,129,숏폼 콘텐츠를 통해 시청자들과 활발하게 소통하는 '국민챌린지소녀' 크리에이터,https://www.artsro.com/right/enter_view.html?GoIdx=3883&CatNo=129
3774,핏블리,강연자,129,"국제트레이너이자, 스포츠 영양 코치인 운동 유투버!",https://www.artsro.com/right/enter_view.html?GoIdx=3774&CatNo=129
3742,심으뜸,강연자,129,으뜸이라는 최고의 뜻을 가진 스포츠 트레이너이자 유튜버!,https://www.artsro.com/right/enter_view.html?GoIdx=3742&CatNo=129
3690,또딘또딘,강연자,129,청초하고 맑은 외모를 가진 일상을 담는 유튜버!,https://www.artsro.com/right/enter_view.html?GoIdx=3690&CatNo=129
3627,궤도,강연자,129,과학 유튜브 채널 안될과학의 멤버 궤도!,https://www.artsro.com/right/enter_view.html?GoIdx=3627&CatNo=129
3615,수마일 (김수환),강연자,129,춤 추는 교생쌤!,https://www.artsro.com/right/enter_view.html?GoIdx=3615&CatNo=129
3520,엔조이커플,강연자,129,구독자수 250만명의 코미디언 부부유튜버,https://www.artsro.com/right/enter_view.html?GoIdx=3520&CatNo=129
3441,문복희,강연자,129,먹방유투버,https://www.artsro.com/right/enter_view.html?GoIdx=3441&CatNo=129
3435,입짧은 햇님,강연자,129,먹방 유튜버,https://www.artsro.com/right/enter_view.html?GoIdx=3435&CatNo=129
3406,미미미누,강연자,129,MZ수험생들의 아이돌,https://www.artsro.com/right/enter_view.html?GoIdx=3406&CatNo=129
3399,과학쿠키,강연자,129,과학을 쿠키처럼!,https://www.artsro.com/right/enter_view.html?GoIdx=3399&CatNo=129
3398,과학드림,강연자,129,과학은 세상을 보는 창!,https://www.artsro.com/right/enter_view.html?GoIdx=3398&CatNo=129
3248,김원,강연자,129,김원 사건파일,https://www.artsro.com/right/enter_view.html?GoIdx=3248&CatNo=129
3014,동네친구 강나미(강남),강연자,129,한국으로 귀화한 강남의 찐 한국인이 되기 위한 도전기!,https://www.artsro.com/right/enter_view.html?GoIdx=3014&CatNo=129
3013,잠골버스,강연자,129,감미로운 목소리에 개그 한스푼! 보컬 잠골버스의 다재다능 커버 채널,https://www.artsro.com/right/enter_view.html?GoIdx=3013&CatNo=129
3012,우파푸른하늘(한승훈),강연자,129,국내 자동차 카테고리 구독자 1위! 금수저 아저씨의 친근한 입담으로 세상의 모든 차를 리뷰한다.,https://www.artsro.com/right/enter_view.html?GoIdx=3012&CatNo=129
3011,공돌이용달(정용준),강연자,129,과학을 사랑하는 공돌이 용달의 기상천외 실험 채널,https://www.artsro.com/right/enter_view.html?GoIdx=3011&CatNo=129
3010,파트리샤,강연자,129,"현실남매 캐미로 사랑 받는 조나단 여동생, 파트리샤",https://www.artsro.com/right/enter_view.html?GoIdx=3010&CatNo=129
3009,비밀이야(배동렬),강연자,129,먹자!마시자!놀러나가자!전국의 맛집을 탐방하는 채널,https://www.artsro.com/right/enter_view.html?GoIdx=3009&CatNo=129
3008,백수골방,강연자,129,날카롭고 차분한 영화 해석 및 소개로 두터운 구독자층을 가지고 있는 영화 전문 채널,https://www.artsro.com/right/enter_view.html?GoIdx=3008&CatNo=129
3006,하다필름 (HADAFILM),강연자,129,Life and fashion story full of empathy,https://www.artsro.com/right/enter_view.html?GoIdx=3006&CatNo=129
3005,조나단,강연자,129,콩고왕자 조나단의 유쾌한 일상 채널,https://www.artsro.com/right/enter_view.html?GoIdx=3005&CatNo=129
3004,임다TV,강연자,129,원조 입담꾼 임다의 시간 순삭 유튜브 채널,https://www.artsro.com/right/enter_view.html?GoIdx=3004&CatNo=129
3003,곽튜브,강연자,129,"여행콘텐츠부터 먹방, 일상까지! 친근한 입담과 다양한 매력으로 사랑 받는 엔터테이너",https://www.artsro.com/right/enter_view.html?GoIdx=3003&CatNo=129
3002,파뿌리,강연자,129,옥탑방을 겨우 벗어나 반지하 땅굴 라이프를 시작한 20대 친구들의 짠내나는 리얼 라이프,https://www.artsro.com/right/enter_view.html?GoIdx=3002&CatNo=129
3001,약사가 들려주는 약 이야기,강연자,129,"영양제, 건강식품 등 신뢰성 가득한 생활 속 건강 정보! 약사에게 직접 듣는 약 이야기",https://www.artsro.com/right/enter_view.html?GoIdx=3001&CatNo=129
3000,도진이,강연자,129,춤추는 도진! 어떤 커버곡도 찰떡같이 소화하는 능력의 댄싱도진 채널,https://www.artsro.com/right/enter_view.html?GoIdx=3000&CatNo=129
2998,조재원,강연자,129,인싸 감성 가득한 개그 콘텐츠로 웃음을 자아내는 상황극 전문가 조재원,https://www.artsro.com/right/enter_view.html?GoIdx=2998&CatNo=129
2997,보물섬,강연자,129,아령하세여~ 허잇~!,https://www.artsro.com/right/enter_view.html?GoIdx=2997&CatNo=129
2996,빠니보틀,강연자,129,명실상부 탑 인플루언서. 모두를 사로잡을 수 밖에 없는 뻔하지 않고 획기적인 그 만의 콘텐츠,https://www.artsro.com/right/enter_view.html?GoIdx=2996&CatNo=129
2992,슈카월드,강연자,129,"어렵고 딱딱한 경제, 시사, 금융을 정확한 자료를 바탕으로 쉽고 재밌게 풀어내는 시사 채널",https://www.artsro.com/right/enter_view.html?GoIdx=2992&CatNo=129
2991,나도,강연자,129,나도 먹을래♡ 나도의 사랑스러운 먹방 ASMR 채널,https://www.artsro.com/right/enter_view.html?GoIdx=2991&CatNo=129
2990,흥삼이네,강연자,129,흥삼이네 식구의 정감 넘치는 시골 힐링 먹방,https://www.artsro.com/right/enter_view.html?GoIdx=2990&CatNo=129
2989,옐언니,강연자,129,"틱톡을 모르는 사람은 있어도, 옐언니를 모르는 사람은 없다! 틱톡 아이돌 옐언니의 일상 채널",https://www.artsro.com/right/enter_view.html?GoIdx=2989&CatNo=129
2988,까니짱,강연자,129,"전매특허 해산물 먹방, 활발한 야외먹방! 정통 리얼사운드 먹방 ASMR 채널",https://www.artsro.com/right/enter_view.html?GoIdx=2988&CatNo=129
2987,떵개떵,강연자,129,국내 먹방 구독자 수 1위! 리얼사운드의 대표 주자,https://www.artsro.com/right/enter_view.html?GoIdx=2987&CatNo=129
2715,그래쓰 (GRASS),강연자,129,음악하는 여행 크리에이터,https://www.artsro.com/right/enter_view.html?GoIdx=2715&CatNo=129
2705,도티 (DDotty),강연자,129,샌드박스 네트워크의 공동창립자,https://www.artsro.com/right/enter_view.html?GoIdx=2705&CatNo=129
2505,악어,강연자,129,마인크래프트를 주로하는 트위치TV 종합게임 스트리머이자 백만 유튜버 악어.,https://www.artsro.com/right/enter_view.html?GoIdx=2505&CatNo=129
2496,덱스,강연자,129,군인 출신 유튜버 겸 방송인 덱스,https://www.artsro.com/right/enter_view.html?GoIdx=2496&CatNo=129
2379,기안84,강연자,129,"웹툰작가이자 방송인, AOMG 소속 기안84",https://www.artsro.com/right/enter_view.html?GoIdx=2379&CatNo=129
4630,김희은,강연자,91,대한민국의 요리연구가.,https://www.artsro.com/right/enter_view.html?GoIdx=4630&CatNo=91
4560,박가람,강연자,91,흑백요리사 2의 '천생연분',https://www.artsro.com/right/enter_view.html?GoIdx=4560&CatNo=91
4559,박은영,강연자,91,대한민국과 홍콩에서 활동하는 한국 중식 요리사,https://www.artsro.com/right/enter_view.html?GoIdx=4559&CatNo=91
4527,최강록,강연자,91,흑백요리사2 X 마스터셰프 코리아2 우승자,https://www.artsro.com/right/enter_view.html?GoIdx=4527&CatNo=91
4518,손종원,강연자,91,대한민국의 파인 다이닝 요리사,https://www.artsro.com/right/enter_view.html?GoIdx=4518&CatNo=91
4476,이준,강연자,91,폭넓은 요리 스펙트럼을 선보인 쉐프,https://www.artsro.com/right/enter_view.html?GoIdx=4476&CatNo=91
4472,삐딱한 천재(이찬양),강연자,91,문턱은 낮추고 맛은 올리는 셰프,https://www.artsro.com/right/enter_view.html?GoIdx=4472&CatNo=91
4469,아기맹수(김시현),강연자,91,대중을 사로잡은 '반전 매력'의 셰프,https://www.artsro.com/right/enter_view.html?GoIdx=4469&CatNo=91
3760,만찢남,강연자,91,만화방을 운영하면서 비룡 떡볶이를 직접 만들어 판매한 셰프!,https://www.artsro.com/right/enter_view.html?GoIdx=3760&CatNo=91
3759,철가방요리사(임태훈),강연자,91,진정성 있는 한 그릇을 만들어내는 셰프!,https://www.artsro.com/right/enter_view.html?GoIdx=3759&CatNo=91
3676,에드워드 리,강연자,91,각종 요리 경연 프로그램을 통해 실력을 인정 받은 쉐프!,https://www.artsro.com/right/enter_view.html?GoIdx=3676&CatNo=91
3675,나폴리 맛피아(권성준),강연자,91,넷플릭스 흑백 요리사 우승자!,https://www.artsro.com/right/enter_view.html?GoIdx=3675&CatNo=91
3674,장호준,강연자,91,일식 끝판왕이자 창의적인 메뉴를 선보이는 쉐프!,https://www.artsro.com/right/enter_view.html?GoIdx=3674&CatNo=91
3673,이모카세 1호(김미령),강연자,91,세련된 손놀림과 뛰어난 손맛으로 감탄을 자아내는 한식 쉐프!,https://www.artsro.com/right/enter_view.html?GoIdx=3673&CatNo=91
3672,요리하는 돌아이(윤남노),강연자,91,신라 호텔 외식 사업부에 최연소로 입사한 양식 쉐프!,https://www.artsro.com/right/enter_view.html?GoIdx=3672&CatNo=91
3671,정지선,강연자,91,딤섬의 여왕이자 중식에 특화 되어있는 쉐프!,https://www.artsro.com/right/enter_view.html?GoIdx=3671&CatNo=91
2533,정호영,강연자,91,유학파 일식 쉐프,https://www.artsro.com/right/enter_view.html?GoIdx=2533&CatNo=91
2399,공격수 셰프,강연자,91,누구나 따라할 수 있는 간편 요리부터 전문적인 요리까지  요리로 다양하게 소통하는 공격수 셰프 박민혁.,https://www.artsro.com/right/enter_view.html?GoIdx=2399&CatNo=91
2346,미카엘 아쉬미노프,강연자,91,불가리아 출신의 호텔 셰프,https://www.artsro.com/right/enter_view.html?GoIdx=2346&CatNo=91
2295,레이먼 킴,강연자,91,한국에서 활동하는 한국계 캐나다인 셰프.,https://www.artsro.com/right/enter_view.html?GoIdx=2295&CatNo=91
1604,이혜정,강연자,91,얼마나 맛있게요~한국의 줄리아 차일드,https://www.artsro.com/right/enter_view.html?GoIdx=1604&CatNo=91
962,이원일,강연자,91,끊임없이 노력하고 연구한다 귀요미 먹방 요정 '이원일',https://www.artsro.com/right/enter_view.html?GoIdx=962&CatNo=91
834,김유아,강연자,91,"눈, 코, 입~♬ 오감을 만족시키는 태국요리 NO.1 미녀셰프 '김유아'",https://www.artsro.com/right/enter_view.html?GoIdx=834&CatNo=91
832,김형석,강연자,91,일식과 한식의 경계를 넘나들며 손맛 풍부한 맛의 세계를 펼친다 '김형석',https://www.artsro.com/right/enter_view.html?GoIdx=832&CatNo=91
830,유현수,강연자,91,요리의 모든 순간은 디자인이다 모던 한식의 대표 No.1 '유현수',https://www.artsro.com/right/enter_view.html?GoIdx=830&CatNo=91
808,신동민,강연자,91,지금까지 이런 요리는 없었다 음식에 철학이 더하다 분자요리의 NO.1 '신동민',https://www.artsro.com/right/enter_view.html?GoIdx=808&CatNo=91
806,여경래,강연자,91,자타공인 한국 중식요리의 대가 '여경래',https://www.artsro.com/right/enter_view.html?GoIdx=806&CatNo=91
805,오세득,강연자,91,장르와 재료에 국한되지 않고 독창과 개성있는 요리를 담아내는 럭셔리셰프 '오세득',https://www.artsro.com/right/enter_view.html?GoIdx=805&CatNo=91
803,최현석,강연자,91,세계인이 맛 보고싶어 한다. 크리에이티브 믹스 No.1 크레이지 셰프 '최현석',https://www.artsro.com/right/enter_view.html?GoIdx=803&CatNo=91
666,오스틴 강,강연자,91,패션을 요리하다 맛과 멋이 있는 남자의 매력 '오스틴 강',https://www.artsro.com/right/enter_view.html?GoIdx=666&CatNo=91
